# Goxel 0.15.1
# One line per voxel
# X Y Z RRGGBB
-3 73 149 00ffff
-2 73 149 00ffff
-1 73 149 ee0000
-16 74 149 ee0000
-15 74 149 ee0000
-14 74 149 ee0000
-13 74 149 ee0000
-12 74 149 ee0000
-11 74 149 ee0000
-10 74 149 ee0000
-9 74 149 ee0000
-8 74 149 ee0000
-7 74 149 ee0000
-6 74 149 ee0000
-5 74 149 00ffff
-4 74 149 00ffff
-3 74 149 00ffff
-2 74 149 00ffff
-1 74 149 ee0000
-16 75 149 ee0000
-15 75 149 ee0000
-14 75 149 ee0000
-13 75 149 ee0000
-12 75 149 ee0000
-11 75 149 ee0000
-10 75 149 ee0000
-9 75 149 ee0000
-8 75 149 ee0000
-7 75 149 ee0000
-6 75 149 ee0000
-5 75 149 00ffff
-4 75 149 00ffff
-3 75 149 00ffff
-2 75 149 00ffff
-1 75 149 ee0000
-16 76 149 ee0000
-15 76 149 ee0000
-14 76 149 ee0000
-13 76 149 ee0000
-12 76 149 ee0000
-11 76 149 ee0000
-10 76 149 ee0000
-9 76 149 ee0000
-8 76 149 ee0000
-7 76 149 ee0000
-6 76 149 ee0000
-5 76 149 00ffff
-4 76 149 00ffff
-3 76 149 00ffff
-2 76 149 00ffff
-1 76 149 ee0000
-16 77 149 ee0000
-15 77 149 ee0000
-14 77 149 ee0000
-13 77 149 ee0000
-12 77 149 ee0000
-11 77 149 ee0000
-10 77 149 ee0000
-9 77 149 ee0000
-8 77 149 ee0000
-7 77 149 ee0000
-6 77 149 ee0000
-5 77 149 00ffff
-4 77 149 00ffff
-3 77 149 00ffff
-2 77 149 00ffff
-1 77 149 ee0000
-16 78 149 ffcc66
-15 78 149 ee0000
-14 78 149 ee0000
-13 78 149 ee0000
-12 78 149 ee0000
-11 78 149 ee0000
-10 78 149 ee0000
-9 78 149 ee0000
-8 78 149 ee0000
-7 78 149 ee0000
-6 78 149 ee0000
-5 78 149 00ffff
-4 78 149 00ffff
-3 78 149 00ffff
-2 78 149 00ffff
-1 78 149 ee0000
-16 79 149 ffcc66
-15 79 149 ffcc66
-14 79 149 ffcc66
-13 79 149 ffcc66
-12 79 149 ffcc66
-11 79 149 ffcc66
-10 79 149 ee0000
-9 79 149 ee0000
-8 79 149 ee0000
-7 79 149 ee0000
-6 79 149 ee0000
-5 79 149 00ffff
-4 79 149 00ffff
-3 79 149 00ffff
-2 79 149 00ffff
-1 79 149 ee0000
-7 65 150 ffcc66
-6 65 150 ffcc66
-5 65 150 ffcc66
-4 65 150 ffcc66
-3 65 150 ffcc66
-2 65 150 ffcc66
-1 65 150 ffcc66
-12 66 150 ffcc66
-11 66 150 ffcc66
-10 66 150 ffcc66
-9 66 150 ffcc66
-8 66 150 ffcc66
-7 66 150 ffcc66
-6 66 150 ffcc66
-5 66 150 ffcc66
-4 66 150 ee0000
-3 66 150 ee0000
-2 66 150 ee0000
-1 66 150 ffcc66
-15 67 150 ffcc66
-14 67 150 ffcc66
-13 67 150 ffcc66
-12 67 150 ffcc66
-11 67 150 ffcc66
-10 67 150 ffcc66
-9 67 150 ffcc66
-8 67 150 ee0000
-7 67 150 ee0000
-6 67 150 ee0000
-5 67 150 ee0000
-4 67 150 ee0000
-3 67 150 0066cc
-2 67 150 0066cc
-1 67 150 ee0000
-16 68 150 ffcc66
-15 68 150 ffcc66
-14 68 150 ffcc66
-13 68 150 ffcc66
-12 68 150 ee0000
-11 68 150 ee0000
-10 68 150 ee0000
-9 68 150 ee0000
-8 68 150 ee0000
-7 68 150 ee0000
-6 68 150 ee0000
-5 68 150 ee0000
-4 68 150 ee0000
-3 68 150 0066cc
-2 68 150 0066cc
-1 68 150 ee0000
-16 69 150 ffcc66
-15 69 150 ffcc66
-14 69 150 bbbbbb
-13 69 150 ee0000
-12 69 150 ee0000
-11 69 150 ee0000
-10 69 150 ee0000
-9 69 150 ee0000
-8 69 150 ee0000
-7 69 150 ee0000
-6 69 150 ee0000
-5 69 150 ee0000
-4 69 150 ee0000
-3 69 150 0066cc
-2 69 150 0066cc
-1 69 150 ee0000
-16 70 150 ffcc66
-15 70 150 bbbbbb
-14 70 150 ee0000
-13 70 150 ee0000
-12 70 150 ee0000
-11 70 150 ee0000
-10 70 150 ee0000
-9 70 150 ee0000
-8 70 150 ee0000
-7 70 150 ee0000
-6 70 150 ee0000
-5 70 150 ee0000
-4 70 150 ee0000
-3 70 150 ee0000
-2 70 150 ee0000
-1 70 150 ee0000
-16 71 150 bbbbbb
-15 71 150 ee0000
-14 71 150 ee0000
-13 71 150 ee0000
-12 71 150 ee0000
-11 71 150 ee0000
-10 71 150 ee0000
-9 71 150 ee0000
-8 71 150 ee0000
-7 71 150 ee0000
-6 71 150 ee0000
-5 71 150 ee0000
-4 71 150 ee0000
-3 71 150 ee0000
-2 71 150 ee0000
-1 71 150 ee0000
-16 72 150 bbbbbb
-15 72 150 ee0000
-14 72 150 ee0000
-13 72 150 ee0000
-12 72 150 ee0000
-11 72 150 ee0000
-10 72 150 ee0000
-9 72 150 ee0000
-8 72 150 ee0000
-7 72 150 ee0000
-6 72 150 ee0000
-5 72 150 ee0000
-4 72 150 ee0000
-3 72 150 ee0000
-2 72 150 ee0000
-1 72 150 ee0000
-16 73 150 ee0000
-15 73 150 ee0000
-14 73 150 ee0000
-13 73 150 ee0000
-12 73 150 ee0000
-11 73 150 ee0000
-10 73 150 ee0000
-9 73 150 ee0000
-8 73 150 ee0000
-7 73 150 ee0000
-6 73 150 ee0000
-5 73 150 ee0000
-4 73 150 ee0000
-3 73 150 ee0000
-2 73 150 ee0000
-1 73 150 ee0000
-16 74 150 ee0000
-15 74 150 ee0000
-14 74 150 ee0000
-13 74 150 ee0000
-12 74 150 ee0000
-11 74 150 ee0000
-10 74 150 ee0000
-9 74 150 ee0000
-8 74 150 ee0000
-7 74 150 ee0000
-6 74 150 ee0000
-5 74 150 ee0000
-4 74 150 ee0000
-3 74 150 ee0000
-2 74 150 ee0000
-1 74 150 ee0000
-16 75 150 bbbbbb
-15 75 150 ee0000
-14 75 150 ee0000
-13 75 150 ee0000
-12 75 150 ee0000
-11 75 150 ee0000
-10 75 150 ee0000
-9 75 150 ee0000
-8 75 150 ee0000
-7 75 150 ee0000
-6 75 150 ee0000
-5 75 150 ee0000
-4 75 150 ee0000
-3 75 150 ee0000
-2 75 150 ee0000
-1 75 150 ee0000
-16 76 150 bbbbbb
-15 76 150 bbbbbb
-14 76 150 ee0000
-13 76 150 ee0000
-12 76 150 ee0000
-11 76 150 ee0000
-10 76 150 ee0000
-9 76 150 ee0000
-8 76 150 ee0000
-7 76 150 ee0000
-6 76 150 ee0000
-5 76 150 ee0000
-4 76 150 ee0000
-3 76 150 ee0000
-2 76 150 ee0000
-1 76 150 ee0000
-16 77 150 ffcc66
-15 77 150 bbbbbb
-14 77 150 bbbbbb
-13 77 150 bbbbbb
-12 77 150 bbbbbb
-11 77 150 bbbbbb
-10 77 150 ee0000
-9 77 150 ee0000
-8 77 150 ee0000
-7 77 150 ee0000
-6 77 150 ee0000
-5 77 150 ee0000
-4 77 150 ee0000
-3 77 150 ee0000
-2 77 150 ee0000
-1 77 150 ee0000
-16 78 150 ffcc66
-15 78 150 ffcc66
-14 78 150 ffcc66
-13 78 150 ffcc66
-12 78 150 ffcc66
-11 78 150 ffcc66
-10 78 150 bbbbbb
-9 78 150 bbbbbb
-8 78 150 ee0000
-7 78 150 ee0000
-6 78 150 ee0000
-5 78 150 ee0000
-4 78 150 ee0000
-3 78 150 ee0000
-2 78 150 ee0000
-1 78 150 ee0000
-16 79 150 ffcc66
-15 79 150 ffcc66
-14 79 150 ffcc66
-13 79 150 ffcc66
-12 79 150 ffcc66
-11 79 150 ffcc66
-10 79 150 ffcc66
-9 79 150 ffcc66
-8 79 150 bbbbbb
-7 79 150 bbbbbb
-6 79 150 bbbbbb
-5 79 150 ee0000
-4 79 150 ee0000
-3 79 150 ee0000
-2 79 150 ee0000
-1 79 150 ee0000
-5 65 151 ffcc66
-4 65 151 ffcc66
-3 65 151 ffcc66
-2 65 151 ffcc66
-1 65 151 ffcc66
-9 66 151 ffcc66
-8 66 151 ffcc66
-7 66 151 ffcc66
-6 66 151 ffcc66
-5 66 151 ffcc66
-4 66 151 ffcc66
-3 66 151 ffcc66
-2 66 151 ffcc66
-1 66 151 ffcc66
-13 67 151 ffcc66
-12 67 151 ffcc66
-11 67 151 ffcc66
-10 67 151 ffcc66
-9 67 151 ffcc66
-8 67 151 ffcc66
-7 67 151 ee0000
-6 67 151 ee0000
-5 67 151 ee0000
-4 67 151 ee0000
-3 67 151 ee0000
-2 67 151 ee0000
-1 67 151 ee0000
-15 68 151 ffcc66
-14 68 151 ffcc66
-13 68 151 ffcc66
-12 68 151 ffcc66
-11 68 151 ffcc66
-10 68 151 ee0000
-9 68 151 ee0000
-8 68 151 ee0000
-7 68 151 ee0000
-6 68 151 ee0000
-5 68 151 ee0000
-4 68 151 ee0000
-3 68 151 0066cc
-2 68 151 0066cc
-1 68 151 ee0000
-16 69 151 ffcc66
-15 69 151 ffcc66
-14 69 151 ffcc66
-13 69 151 ffcc66
-12 69 151 ee0000
-11 69 151 ee0000
-10 69 151 ee0000
-9 69 151 ee0000
-8 69 151 ee0000
-7 69 151 ee0000
-6 69 151 ee0000
-5 69 151 ee0000
-4 69 151 ee0000
-3 69 151 0066cc
-2 69 151 0066cc
-1 69 151 ee0000
-16 70 151 ffcc66
-15 70 151 ffcc66
-14 70 151 ee0000
-13 70 151 ee0000
-12 70 151 ee0000
-11 70 151 ee0000
-10 70 151 ee0000
-9 70 151 ee0000
-8 70 151 ee0000
-7 70 151 ee0000
-6 70 151 ee0000
-5 70 151 ee0000
-4 70 151 ee0000
-3 70 151 ee0000
-2 70 151 ee0000
-1 70 151 0066cc
-16 71 151 ffcc66
-15 71 151 ee0000
-14 71 151 ee0000
-13 71 151 ee0000
-12 71 151 ee0000
-11 71 151 ee0000
-10 71 151 ee0000
-9 71 151 ee0000
-8 71 151 ee0000
-7 71 151 ee0000
-6 71 151 ee0000
-5 71 151 ee0000
-4 71 151 ee0000
-3 71 151 ee0000
-2 71 151 ee0000
-1 71 151 0066cc
-16 72 151 ffcc66
-15 72 151 bbbbbb
-14 72 151 ee0000
-13 72 151 ee0000
-12 72 151 ee0000
-11 72 151 ee0000
-10 72 151 ee0000
-9 72 151 ee0000
-8 72 151 ee0000
-7 72 151 ee0000
-6 72 151 ee0000
-5 72 151 ee0000
-4 72 151 ee0000
-3 72 151 ee0000
-2 72 151 ee0000
-1 72 151 ee0000
-16 73 151 bbbbbb
-15 73 151 bbbbbb
-14 73 151 ee0000
-13 73 151 ee0000
-12 73 151 ee0000
-11 73 151 ee0000
-10 73 151 ee0000
-9 73 151 ee0000
-8 73 151 ee0000
-7 73 151 ee0000
-6 73 151 ee0000
-5 73 151 ee0000
-4 73 151 ee0000
-3 73 151 ee0000
-2 73 151 ee0000
-1 73 151 ee0000
-16 74 151 bbbbbb
-15 74 151 bbbbbb
-14 74 151 bbbbbb
-13 74 151 ee0000
-12 74 151 ee0000
-11 74 151 ee0000
-10 74 151 ee0000
-9 74 151 ee0000
-8 74 151 ee0000
-7 74 151 ee0000
-6 74 151 ee0000
-5 74 151 ee0000
-4 74 151 ee0000
-3 74 151 ee0000
-2 74 151 ee0000
-1 74 151 ee0000
-16 75 151 ffcc66
-15 75 151 bbbbbb
-14 75 151 bbbbbb
-13 75 151 ee0000
-12 75 151 ee0000
-11 75 151 ee0000
-10 75 151 ee0000
-9 75 151 ee0000
-8 75 151 ee0000
-7 75 151 ee0000
-6 75 151 ee0000
-5 75 151 ee0000
-4 75 151 ee0000
-3 75 151 ee0000
-2 75 151 ee0000
-1 75 151 ee0000
-16 76 151 ffcc66
-15 76 151 ffcc66
-14 76 151 bbbbbb
-13 76 151 bbbbbb
-12 76 151 bbbbbb
-11 76 151 ee0000
-10 76 151 ee0000
-9 76 151 ee0000
-8 76 151 ee0000
-7 76 151 ee0000
-6 76 151 ee0000
-5 76 151 ee0000
-4 76 151 ee0000
-3 76 151 ee0000
-2 76 151 ee0000
-1 76 151 ee0000
-16 77 151 ffcc66
-15 77 151 ffcc66
-14 77 151 ffcc66
-13 77 151 ffcc66
-12 77 151 ffcc66
-11 77 151 bbbbbb
-10 77 151 bbbbbb
-9 77 151 bbbbbb
-8 77 151 ee0000
-7 77 151 ee0000
-6 77 151 ee0000
-5 77 151 ee0000
-4 77 151 ee0000
-3 77 151 ee0000
-2 77 151 ee0000
-1 77 151 ee0000
-16 78 151 ffcc66
-15 78 151 ffcc66
-14 78 151 ffcc66
-13 78 151 ffcc66
-12 78 151 ffcc66
-11 78 151 ffcc66
-10 78 151 ffcc66
-9 78 151 ffcc66
-8 78 151 bbbbbb
-7 78 151 bbbbbb
-6 78 151 ee0000
-5 78 151 ee0000
-4 78 151 ee0000
-3 78 151 ee0000
-2 78 151 ee0000
-1 78 151 ee0000
-11 79 151 ffcc66
-10 79 151 ffcc66
-9 79 151 ffcc66
-8 79 151 ffcc66
-7 79 151 ffcc66
-6 79 151 bbbbbb
-5 79 151 bbbbbb
-4 79 151 bbbbbb
-3 79 151 ee0000
-2 79 151 ee0000
-1 79 151 ee0000
-8 66 152 ffcc66
-7 66 152 ffcc66
-6 66 152 ffcc66
-5 66 152 ffcc66
-4 66 152 ffcc66
-3 66 152 ffcc66
-2 66 152 ffcc66
-1 66 152 ffcc66
-11 67 152 ffcc66
-10 67 152 ffcc66
-9 67 152 ffcc66
-8 67 152 ffcc66
-7 67 152 ffcc66
-6 67 152 ffcc66
-5 67 152 ee0000
-4 67 152 ee0000
-3 67 152 ee0000
-2 67 152 ee0000
-1 67 152 ee0000
-13 68 152 ffcc66
-12 68 152 ffcc66
-11 68 152 ffcc66
-10 68 152 ffcc66
-9 68 152 ffcc66
-8 68 152 ee0000
-7 68 152 ee0000
-6 68 152 ee0000
-5 68 152 ee0000
-4 68 152 ee0000
-3 68 152 0066cc
-2 68 152 0066cc
-1 68 152 ee0000
-15 69 152 ffcc66
-14 69 152 ffcc66
-13 69 152 ffcc66
-12 69 152 ffcc66
-11 69 152 ffcc66
-10 69 152 ee0000
-9 69 152 ee0000
-8 69 152 ee0000
-7 69 152 ee0000
-6 69 152 ee0000
-5 69 152 ee0000
-4 69 152 ee0000
-3 69 152 0066cc
-2 69 152 0066cc
-1 69 152 0066cc
-16 70 152 ffcc66
-15 70 152 ffcc66
-14 70 152 ffcc66
-13 70 152 ffcc66
-12 70 152 ee0000
-11 70 152 ee0000
-10 70 152 ee0000
-9 70 152 ee0000
-8 70 152 ee0000
-7 70 152 ee0000
-6 70 152 ee0000
-5 70 152 ee0000
-4 70 152 ee0000
-3 70 152 ee0000
-2 70 152 ee0000
-1 70 152 0066cc
-16 71 152 ffcc66
-15 71 152 ffcc66
-14 71 152 ffcc66
-13 71 152 ee0000
-12 71 152 ee0000
-11 71 152 ee0000
-10 71 152 ee0000
-9 71 152 ee0000
-8 71 152 ee0000
-7 71 152 ee0000
-6 71 152 ee0000
-5 71 152 ee0000
-4 71 152 ee0000
-3 71 152 ee0000
-2 71 152 ee0000
-1 71 152 0066cc
-16 72 152 ffcc66
-15 72 152 ffcc66
-14 72 152 ffcc66
-13 72 152 ee0000
-12 72 152 ee0000
-11 72 152 ee0000
-10 72 152 ee0000
-9 72 152 ee0000
-8 72 152 ee0000
-7 72 152 ee0000
-6 72 152 ee0000
-5 72 152 ee0000
-4 72 152 ee0000
-3 72 152 ee0000
-2 72 152 ee0000
-1 72 152 ee0000
-16 73 152 ffcc66
-15 73 152 ffcc66
-14 73 152 ee0000
-13 73 152 ee0000
-12 73 152 ee0000
-11 73 152 ee0000
-10 73 152 ee0000
-9 73 152 ee0000
-8 73 152 ee0000
-7 73 152 ee0000
-6 73 152 ee0000
-5 73 152 ee0000
-4 73 152 ee0000
-3 73 152 ee0000
-2 73 152 ee0000
-1 73 152 ee0000
-16 74 152 ffcc66
-15 74 152 ffcc66
-14 74 152 ffcc66
-13 74 152 ee0000
-12 74 152 ee0000
-11 74 152 ee0000
-10 74 152 ee0000
-9 74 152 ee0000
-8 74 152 ee0000
-7 74 152 ee0000
-6 74 152 ee0000
-5 74 152 ee0000
-4 74 152 ee0000
-3 74 152 ee0000
-2 74 152 ee0000
-1 74 152 ee0000
-16 75 152 ffcc66
-15 75 152 ffcc66
-14 75 152 ffcc66
-13 75 152 ffcc66
-12 75 152 ee0000
-11 75 152 ee0000
-10 75 152 ee0000
-9 75 152 ee0000
-8 75 152 ee0000
-7 75 152 ee0000
-6 75 152 ee0000
-5 75 152 ee0000
-4 75 152 ee0000
-3 75 152 ee0000
-2 75 152 ee0000
-1 75 152 ee0000
-16 76 152 ffcc66
-15 76 152 ffcc66
-14 76 152 ffcc66
-13 76 152 ffcc66
-12 76 152 ffcc66
-11 76 152 ffcc66
-10 76 152 ffcc66
-9 76 152 ee0000
-8 76 152 ee0000
-7 76 152 ee0000
-6 76 152 ee0000
-5 76 152 ee0000
-4 76 152 ee0000
-3 76 152 ee0000
-2 76 152 ee0000
-1 76 152 ee0000
-15 77 152 ffcc66
-14 77 152 ffcc66
-13 77 152 ffcc66
-12 77 152 ffcc66
-11 77 152 ffcc66
-10 77 152 ffcc66
-9 77 152 ffcc66
-8 77 152 ffcc66
-7 77 152 ffcc66
-6 77 152 ffcc66
-5 77 152 ee0000
-4 77 152 ee0000
-3 77 152 ee0000
-2 77 152 ee0000
-1 77 152 ee0000
-12 78 152 ffcc66
-11 78 152 ffcc66
-10 78 152 ffcc66
-9 78 152 ffcc66
-8 78 152 ffcc66
-7 78 152 ffcc66
-6 78 152 ffcc66
-5 78 152 ffcc66
-4 78 152 ffcc66
-3 78 152 ee0000
-2 78 152 ee0000
-1 78 152 ee0000
-9 79 152 ffcc66
-8 79 152 ffcc66
-7 79 152 ffcc66
-6 79 152 ffcc66
-5 79 152 ffcc66
-4 79 152 ffcc66
-3 79 152 ffcc66
-2 79 152 ee0000
-1 79 152 ee0000
-6 66 153 ffcc66
-5 66 153 ffcc66
-4 66 153 ffcc66
-3 66 153 ffcc66
-2 66 153 ffcc66
-1 66 153 ffcc66
-9 67 153 ffcc66
-8 67 153 ffcc66
-7 67 153 ffcc66
-6 67 153 ffcc66
-5 67 153 ffcc66
-4 67 153 ffcc66
-3 67 153 ffcc66
-2 67 153 ffcc66
-1 67 153 ffcc66
-11 68 153 ffcc66
-10 68 153 ffcc66
-9 68 153 ffcc66
-8 68 153 ffcc66
-7 68 153 ffcc66
-6 68 153 ee0000
-5 68 153 ee0000
-4 68 153 ee0000
-3 68 153 ee0000
-2 68 153 ee0000
-1 68 153 ee0000
-13 69 153 ffcc66
-12 69 153 ffcc66
-11 69 153 ffcc66
-10 69 153 ffcc66
-9 69 153 ee0000
-8 69 153 ee0000
-7 69 153 ee0000
-6 69 153 ee0000
-5 69 153 ee0000
-4 69 153 ee0000
-2 69 153 0066cc
-1 69 153 0066cc
-14 70 153 ffcc66
-13 70 153 ffcc66
-12 70 153 ffcc66
-11 70 153 ffcc66
-10 70 153 ee0000
-9 70 153 ee0000
-8 70 153 ee0000
-7 70 153 ee0000
-6 70 153 ee0000
-5 70 153 ee0000
-4 70 153 ee0000
-3 70 153 ee0000
-2 70 153 ee0000
-1 70 153 0066cc
-14 71 153 ffcc66
-13 71 153 ffcc66
-12 71 153 ffcc66
-11 71 153 ee0000
-10 71 153 ee0000
-9 71 153 ee0000
-8 71 153 ee0000
-7 71 153 ee0000
-6 71 153 ee0000
-5 71 153 ee0000
-4 71 153 ee0000
-3 71 153 ee0000
-2 71 153 ee0000
-1 71 153 0066cc
-15 72 153 ffcc66
-14 72 153 ffcc66
-13 72 153 ffcc66
-12 72 153 ee0000
-11 72 153 ee0000
-10 72 153 ee0000
-9 72 153 ee0000
-8 72 153 ee0000
-7 72 153 ee0000
-6 72 153 ee0000
-5 72 153 ee0000
-4 72 153 ee0000
-3 72 153 ee0000
-2 72 153 ee0000
-1 72 153 ee0000
-15 73 153 ffcc66
-14 73 153 ffcc66
-13 73 153 ffcc66
-12 73 153 ffcc66
-11 73 153 ee0000
-10 73 153 ee0000
-9 73 153 ee0000
-8 73 153 ee0000
-7 73 153 ee0000
-6 73 153 ee0000
-5 73 153 ee0000
-4 73 153 ee0000
-3 73 153 ee0000
-2 73 153 ee0000
-1 73 153 ee0000
-15 74 153 ffcc66
-14 74 153 ffcc66
-13 74 153 ffcc66
-12 74 153 ffcc66
-11 74 153 ffcc66
-10 74 153 ee0000
-9 74 153 ee0000
-8 74 153 ee0000
-7 74 153 ee0000
-6 74 153 ee0000
-5 74 153 ee0000
-4 74 153 ee0000
-3 74 153 ee0000
-2 74 153 ee0000
-1 74 153 ee0000
-14 75 153 ffcc66
-13 75 153 ffcc66
-12 75 153 ffcc66
-11 75 153 ffcc66
-10 75 153 ffcc66
-9 75 153 ffcc66
-8 75 153 ee0000
-7 75 153 ee0000
-6 75 153 ee0000
-5 75 153 ee0000
-4 75 153 ee0000
-3 75 153 ee0000
-2 75 153 ee0000
-1 75 153 ee0000
-13 76 153 ffcc66
-12 76 153 ffcc66
-11 76 153 ffcc66
-10 76 153 ffcc66
-9 76 153 ffcc66
-8 76 153 ffcc66
-7 76 153 ffcc66
-6 76 153 ffcc66
-5 76 153 ffcc66
-4 76 153 ee0000
-3 76 153 ee0000
-2 76 153 ee0000
-1 76 153 ee0000
-10 77 153 ffcc66
-9 77 153 ffcc66
-8 77 153 ffcc66
-7 77 153 ffcc66
-6 77 153 ffcc66
-5 77 153 ffcc66
-4 77 153 ffcc66
-3 77 153 ee0000
-2 77 153 ee0000
-1 77 153 ee0000
-6 78 153 ffcc66
-5 78 153 ffcc66
-4 78 153 ffcc66
-3 78 153 ffcc66
-2 78 153 ee0000
-1 78 153 ee0000
-4 79 153 ffcc66
-3 79 153 ffcc66
-2 79 153 ffcc66
-1 79 153 ee0000
-7 67 154 ffcc66
-6 67 154 ffcc66
-5 67 154 ffcc66
-4 67 154 ffcc66
-3 67 154 ffcc66
-2 67 154 ffcc66
-1 67 154 ffcc66
-10 68 154 ffcc66
-9 68 154 ffcc66
-8 68 154 ffcc66
-7 68 154 ffcc66
-6 68 154 ffcc66
-5 68 154 ffcc66
-4 68 154 ee0000
-3 68 154 ee0000
-2 68 154 ee0000
-1 68 154 ee0000
-11 69 154 ffcc66
-10 69 154 ffcc66
-9 69 154 ffcc66
-8 69 154 ffcc66
-7 69 154 ee0000
-6 69 154 ee0000
-5 69 154 ee0000
-4 69 154 ee0000
-3 69 154 ee0000
-2 69 154 0066cc
-1 69 154 0066cc
-12 70 154 ffcc66
-11 70 154 ffcc66
-10 70 154 ffcc66
-9 70 154 ee0000
-8 70 154 ee0000
-7 70 154 ee0000
-6 70 154 ee0000
-5 70 154 ee0000
-4 70 154 ee0000
-3 70 154 ee0000
-2 70 154 ee0000
-1 70 154 0066cc
-13 71 154 ffcc66
-12 71 154 ffcc66
-11 71 154 ffcc66
-10 71 154 ffcc66
-9 71 154 ee0000
-8 71 154 ee0000
-7 71 154 ee0000
-6 71 154 ee0000
-5 71 154 ee0000
-4 71 154 ee0000
-3 71 154 ee0000
-2 71 154 ee0000
-1 71 154 0066cc
-13 72 154 ffcc66
-12 72 154 ffcc66
-11 72 154 ffcc66
-10 72 154 ee0000
-9 72 154 ee0000
-8 72 154 ee0000
-7 72 154 ee0000
-6 72 154 ee0000
-5 72 154 ee0000
-4 72 154 ee0000
-3 72 154 ee0000
-2 72 154 ee0000
-1 72 154 ee0000
-13 73 154 ffcc66
-12 73 154 ffcc66
-11 73 154 ffcc66
-10 73 154 ffcc66
-9 73 154 ee0000
-8 73 154 ee0000
-7 73 154 ee0000
-6 73 154 ee0000
-5 73 154 ee0000
-4 73 154 ee0000
-3 73 154 ee0000
-2 73 154 ee0000
-1 73 154 ee0000
-12 74 154 ffcc66
-11 74 154 ffcc66
-10 74 154 ffcc66
-9 74 154 ffcc66
-8 74 154 ee0000
-7 74 154 ee0000
-6 74 154 ee0000
-5 74 154 ee0000
-4 74 154 ee0000
-3 74 154 ee0000
-2 74 154 ee0000
-1 74 154 ee0000
-11 75 154 ffcc66
-10 75 154 ffcc66
-9 75 154 ffcc66
-8 75 154 ffcc66
-7 75 154 ffcc66
-6 75 154 ffcc66
-5 75 154 ee0000
-4 75 154 ee0000
-3 75 154 ee0000
-2 75 154 ee0000
-1 75 154 ee0000
-9 76 154 ffcc66
-8 76 154 ffcc66
-7 76 154 ffcc66
-6 76 154 ffcc66
-5 76 154 ffcc66
-4 76 154 ee0000
-3 76 154 ee0000
-2 76 154 ee0000
-1 76 154 ee0000
-5 77 154 ffcc66
-4 77 154 ffcc66
-3 77 154 ee0000
-2 77 154 ee0000
-1 77 154 ee0000
-4 78 154 ffcc66
-3 78 154 ffcc66
-2 78 154 ee0000
-1 78 154 ee0000
-3 79 154 ffcc66
-2 79 154 ffcc66
-1 79 154 ee0000
-5 67 155 ffcc66
-4 67 155 ffcc66
-3 67 155 ffcc66
-2 67 155 ffcc66
-1 67 155 ffcc66
-8 68 155 ffcc66
-7 68 155 ffcc66
-6 68 155 ffcc66
-5 68 155 ffcc66
-4 68 155 ffcc66
-3 68 155 ffcc66
-2 68 155 ffcc66
-1 68 155 ffcc66
-10 69 155 ffcc66
-9 69 155 ffcc66
-8 69 155 ffcc66
-7 69 155 ffcc66
-6 69 155 ffcc66
-5 69 155 ffcc66
-4 69 155 ee0000
-3 69 155 ee0000
-2 69 155 ee0000
-1 69 155 ee0000
-10 70 155 ffcc66
-9 70 155 ffcc66
-8 70 155 ffcc66
-7 70 155 ee0000
-6 70 155 ee0000
-5 70 155 ee0000
-4 70 155 ee0000
-3 70 155 ee0000
-2 70 155 ee0000
-1 70 155 ee0000
-11 71 155 ffcc66
-10 71 155 ffcc66
-9 71 155 ffcc66
-8 71 155 ee0000
-7 71 155 ee0000
-6 71 155 ee0000
-5 71 155 ee0000
-4 71 155 ee0000
-3 71 155 ee0000
-2 71 155 ee0000
-1 71 155 ee0000
-11 72 155 ffcc66
-10 72 155 ffcc66
-9 72 155 ffcc66
-8 72 155 ee0000
-7 72 155 ee0000
-6 72 155 ee0000
-5 72 155 ee0000
-4 72 155 ee0000
-3 72 155 ee0000
-2 72 155 ee0000
-1 72 155 ee0000
-11 73 155 ffcc66
-10 73 155 ffcc66
-9 73 155 ffcc66
-8 73 155 ee0000
-7 73 155 ee0000
-6 73 155 ee0000
-5 73 155 ee0000
-4 73 155 ee0000
-3 73 155 ee0000
-2 73 155 ee0000
-1 73 155 ee0000
-10 74 155 ffcc66
-9 74 155 ffcc66
-8 74 155 ffcc66
-7 74 155 ffcc66
-6 74 155 ee0000
-5 74 155 ee0000
-4 74 155 ee0000
-3 74 155 ee0000
-2 74 155 ee0000
-1 74 155 ee0000
-9 75 155 ffcc66
-8 75 155 ffcc66
-7 75 155 ffcc66
-6 75 155 ffcc66
-5 75 155 ffcc66
-4 75 155 ee0000
-3 75 155 ee0000
-2 75 155 ee0000
-1 75 155 ee0000
-6 76 155 ffcc66
-5 76 155 ffcc66
-4 76 155 ffcc66
-3 76 155 ee0000
-2 76 155 ee0000
-1 76 155 ee0000
-5 77 155 ffcc66
-4 77 155 ffcc66
-3 77 155 ee0000
-2 77 155 ee0000
-1 77 155 ee0000
-4 78 155 ffcc66
-3 78 155 ffcc66
-2 78 155 ee0000
-1 78 155 ee0000
-3 79 155 ffcc66
-2 79 155 ffcc66
-1 79 155 ee0000
-5 68 156 ffcc66
-4 68 156 ffcc66
-3 68 156 ffcc66
-2 68 156 ffcc66
-1 68 156 ffcc66
-8 69 156 ffcc66
-7 69 156 ffcc66
-6 69 156 ffcc66
-5 69 156 ffcc66
-4 69 156 ffcc66
